Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
KIEFERSFELDEN;BY;4515100;5274313;GAUSS_KRUEGER_3GS;20000;703994;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;7462;634;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.60704848;12.1993934
Impfstoffw. Tornau;ST;4515420;5751840;GAUSS_KRUEGER_3GS;6900;190290;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4384;618;Institutsgraben;Elbe;Elbe;51.90037163;12.22251082
Wiesau;BY;4515430;5527600;GAUSS_KRUEGER_3GS;12000;1078017;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6468;1294;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.88468107;12.21322219
AZV Irchenrieth/Bechtsrieth;BY;4515700;5498050;GAUSS_KRUEGER_3GS;4500;545773;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1965;1201;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.61899794;12.21579387
Konnersreuth;BY;4515979;5540512;GAUSS_KRUEGER_3GS;3000;243368;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;2969;754;(null);Elbe;Elbe;50.00075163;12.22139441
HAGELSTADT;BY;4516079;5418177;GAUSS_KRUEGER_3GS;4000;193134;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;4983;579;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.90080854;12.21784892
Plau;MV;4516125;5925200;GAUSS_KRUEGER_3GS;15000;304700;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);792;426.6;Müritz-Elde-Wasserstraße;Elbe;Elbe;53.45820257;12.24121302
WASSERBURG/INN;BY;4516359;5325931;GAUSS_KRUEGER_3GS;50000;2054752;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;32465;3082;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.07125737;12.21807656
BERNHARDSWALD;BY;4516615;5439470;GAUSS_KRUEGER_3GS;6300;238386;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1669;882;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.09225929;12.22602489
Reichstädt;TH;4516720;5642200;GAUSS_KRUEGER_3GS;4800;133051;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);532;605;Sprotte;Elbe;Elbe;50.91487023;12.2362499
ZKA Reichenbach;SN;4516993;5610332;GAUSS_KRUEGER_3GS;39000;1861500;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20634.44;1716.52;Göltzsch;Elbe;Elbe;50.62839713;12.23866302
LANDSHUT;BY;4517640;5383120;GAUSS_KRUEGER_3GS;260000;13906198;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;154359;8344;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.58552262;12.23764647
ZV PFATTERTAL SITZ MINTRACHING;BY;4517763;5423023;GAUSS_KRUEGER_3GS;18000;1583630;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;10927;1900;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.94433815;12.24102724
PFAKOFEN;BY;4517879;5413419;GAUSS_KRUEGER_3GS;2300;297797;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;6373;655;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.85797513;12.24219248
KA Adorf;SN;4517976;5578210;GAUSS_KRUEGER_3GS;15000;837675;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6235.09;1733.34;Weiße Elster;Elbe;Elbe;50.33960549;12.25101516
Mitterteich;BY;4518170;5535370;GAUSS_KRUEGER_3GS;22000;1615635;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;16156;808;(null);Elbe;Elbe;49.95446049;12.25171219
Mohlsdorf;TH;4518192;5614423;GAUSS_KRUEGER_3GS;3000;39298;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);134;145;Aubach;Elbe;Elbe;50.66513635;12.25580857
Trausnitz;BY;4518500;5486150;GAUSS_KRUEGER_3GS;1600;50000;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1025;160;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.51192627;12.25398518
Krakow am See-Charlottenthal;MV;4518715;5950760;GAUSS_KRUEGER_3GS;7500;250211;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);1501;50;Binnenvorflut zur Nebel;Warnow/Peene;Warnow/Peene;53.68776687;12.28173098
ZV SULZBACHTAL SITZ NITTENAU;BY;4519040;5451720;GAUSS_KRUEGER_3GS;43000;1887572;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;42659;3020;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.20233743;12.25980288
SCHWINDEGG;BY;4519482;5348472;GAUSS_KRUEGER_3GS;4875;228720;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;6084;1647;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.27388553;12.26101109
Floß;BY;4519500;5510330;GAUSS_KRUEGER_3GS;9000;598206;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;2333;1017;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.7292951;12.26898955
MALLERSDORF-PFAFFENBERG;BY;4519915;5404247;GAUSS_KRUEGER_3GS;10000;823018;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;3950;658;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.77543729;12.26949502
GEISENHAUSEN;BY;4520020;5370800;GAUSS_KRUEGER_3GS;8500;505892;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;2631;455;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.474662;12.26931683
VELDEN;BY;4520040;5359970;GAUSS_KRUEGER_3GS;7000;507071;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6186;2079;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.37726922;12.26907208
HALFING;BY;4520074;5312166;GAUSS_KRUEGER_3GS;5000;196920;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1654;79;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.9473572;12.26728586
BUCHBACH;BY;4520100;5350700;GAUSS_KRUEGER_3GS;4000;245695;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1400;762;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.29390276;12.26944196
ZKA Treuen;SN;4520243;5598881;GAUSS_KRUEGER_3GS;15000;312075;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5182.38;888.89;Trieb;Elbe;Elbe;50.52535689;12.28397151
ADLKOFEN;BY;4520770;5378240;GAUSS_KRUEGER_3GS;3000;154852;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1610;728;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.5415434;12.2798287
BACH;BY;4521033;5431002;GAUSS_KRUEGER_3GS;2700;122622;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;527;380;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.0159825;12.28607682
Kleindalzig;SN;4521055;5674404;GAUSS_KRUEGER_3GS;18000;1288048.5;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4034.65;949.33;Profener Elstermühlgraben;Elbe;Elbe;51.20420141;12.29975544
Raguhn;ST;4521120;5734000;GAUSS_KRUEGER_3GS;12500;411492;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1362;370;Mulde;Elbe;Elbe;51.73984896;12.30423676
GARS/INN;BY;4521200;5335020;GAUSS_KRUEGER_3GS;5600;181439;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;998;2322;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.15285539;12.28348602
ZV CHIEMSEE;BY;4521305;5302497;GAUSS_KRUEGER_3GS;85000;5011506;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;89205;4009;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.86035859;12.2832896
Plößberg;BY;4521400;5516300;GAUSS_KRUEGER_3GS;4000;304240;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;4594;669;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.78290506;12.29566899
Bitterfeld-Wolfen;ST;4521600;5724200;GAUSS_KRUEGER_3GS;422000;7969200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);64710;5419;Mulde;Elbe;Elbe;51.65175161;12.31058047
ESSENBACH;BY;4521650;5385840;GAUSS_KRUEGER_3GS;15000;1302846;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;9511;1303;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.60985736;12.29213973
BAYERBACH/ERGOLDSBACH;BY;4521800;5397670;GAUSS_KRUEGER_3GS;2600;195755;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;5109;763;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.7162324;12.29479421
Meuselwitz;TH;4522140;5657350;GAUSS_KRUEGER_3GS;19190;810580;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3161;892;Schnauder;Elbe;Elbe;51.05086898;12.31423732
Vohenstrauß;BY;4522300;5496500;GAUSS_KRUEGER_3GS;17500;1111145;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;3556;1333;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.60485564;12.30704031
Delitzsch;SN;4522306;5712904;GAUSS_KRUEGER_3GS;45000;1971000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5433.42;1083.06;Ablauf Großer Goitscher See;Elbe;Elbe;51.55019786;12.32006486
Tirschenreuth;BY;4522380;5527390;GAUSS_KRUEGER_3GS;25000;1702143;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;13447;1532;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.88257441;12.30991476
Waldsassen;BY;4522650;5541175;GAUSS_KRUEGER_3GS;13000;1191025;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;5360;476;(null);Elbe;Elbe;50.00649678;12.31447915
AMERANG;BY;4523115;5317822;GAUSS_KRUEGER_3GS;3500;140094;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;855;967;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.99812218;12.30829671
Muldenstein;ST;4523170;5725880;GAUSS_KRUEGER_3GS;1500;81387;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2653;407;Mulde;Elbe;Elbe;51.66678865;12.33337571
KA Schöneck;SN;4523301;5582786;GAUSS_KRUEGER_3GS;5400;223106.25;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3326.44;1719.37;Tiefer Graben;Elbe;Elbe;50.38055666;12.32609614
Hundeluft;ST;4523380;5758540;GAUSS_KRUEGER_3GS;2500;62184;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1213;553;Rossel;Elbe;Elbe;51.96030964;12.33861196
LABERWEINTING;BY;4523483;5407239;GAUSS_KRUEGER_3GS;4000;348417;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1707;1219;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.80221811;12.31820856
Lucka;TH;4523600;5662910;GAUSS_KRUEGER_3GS;6050;289621;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1651;1309;Schnauder;Elbe;Elbe;51.10078814;12.3354192
Rosental;SN;4523915;5691313;GAUSS_KRUEGER_3GS;548000;28470000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);467666.66;12650;Weiße Elster;Elbe;Elbe;51.3560719;12.34180544
Zschortau;SN;4524270;5705828;GAUSS_KRUEGER_3GS;10000;371916.75;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);409.91;1639.66;Lober;Elbe;Elbe;51.48651858;12.3478926
Laage;MV;4524425;5979670;GAUSS_KRUEGER_3GS;20000;292804;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1347;58.6;Saegegraben zur Recknitz;Warnow/Peene;Warnow/Peene;53.94727028;12.37044632
WALDERBACH - REICHENBACH;BY;4524759;5450148;GAUSS_KRUEGER_3GS;4900;405276;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1216;1135;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.18799949;12.33818157
Ribnitz-Damgarten-Körkwitz;MV;4524800;6014165;GAUSS_KRUEGER_3GS;52000;2132000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15137;1279.2;Ribnitzer See;Warnow/Peene;Warnow/Peene;54.2571538;12.37897764
Markkleeberg;SN;4524896;5684368;GAUSS_KRUEGER_3GS;30000;1343729.25;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1933.28;414.27;Batschke-Floßgraben;Elbe;Elbe;51.29360686;12.35540418
Flossenbürg;BY;4525000;5510090;GAUSS_KRUEGER_3GS;5000;371597;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;3939;780;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.72693479;12.3452582
Sanitz;MV;4525045;5994608;GAUSS_KRUEGER_3GS;4900;153713;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4765;1214.3;Vorfluter zum Reppeliner Bach;Warnow/Peene;Warnow/Peene;54.0814449;12.38111561
KA Lengenfeld;SN;4525051;5604756;GAUSS_KRUEGER_3GS;6200;273750;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);8301.31;825.29;Göltzsch;Elbe;Elbe;50.57798402;12.35216723
WALD;BY;4525094;5446372;GAUSS_KRUEGER_3GS;3000;268695;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;2365;833;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.15403377;12.34254252
Schmölln;TH;4525900;5641240;GAUSS_KRUEGER_3GS;18500;1120283;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11427;1344;Sprotte / Pleiße;Elbe;Elbe;50.90590321;12.36671416
ZV NIEDERAICHBACH-WOERTH S. NIEDERAICHB.;BY;4525960;5386750;GAUSS_KRUEGER_3GS;10000;577789;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1733;2022;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.61787743;12.35064255
NEUNBURG/WALD;BY;4526680;5469140;GAUSS_KRUEGER_3GS;37750;1092086;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6989;1420;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.3586842;12.36579608
ZKA Werdau;SN;4526720;5623650;GAUSS_KRUEGER_3GS;48000;1450875;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20210.89;3071.85;Pleiße;Elbe;Elbe;50.74775172;12.377091
SUENCHING;BY;4526879;5416615;GAUSS_KRUEGER_3GS;5000;318015;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;954;1018;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.88639059;12.36504896
HELDENSTEIN;BY;4527336;5345859;GAUSS_KRUEGER_3GS;4999;365262;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;2082;1278;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.25009811;12.36664807
ZKA Rodewisch;SN;4527344;5601715;GAUSS_KRUEGER_3GS;80000;3668250;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);65090;4068;Göltzsch;Elbe;Elbe;50.55054498;12.38431548
OBERVIECHTACH;BY;4527400;5478250;GAUSS_KRUEGER_3GS;16000;1174438;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;19496;1997;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.440562;12.37633306
Oranienbaum;ST;4527740;5742460;GAUSS_KRUEGER_3GS;43000;569024;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2384;171;Kapengraben;Elbe;Elbe;51.81559503;12.40074623
Malchow;MV;4527780;5928900;GAUSS_KRUEGER_3GS;20000;508234;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2607;71.2;Vorfluter zum Fleesensee;Elbe;Elbe;53.49096031;12.41699803
Moosbach;BY;4527870;5494960;GAUSS_KRUEGER_3GS;5225;554990;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;3663;888;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.59077959;12.38398896
VILSBIBURG;BY;4527910;5369650;GAUSS_KRUEGER_3GS;16716;948890;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;10722;1139;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.46402138;12.37594886
ZKA Crimmitschau;SN;4527950;5633600;GAUSS_KRUEGER_3GS;28000;1051200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15235.11;2200.62;Pleiße;Elbe;Elbe;50.83713373;12.39527422
Teunz OT Fuchsberg;BY;4528090;5484130;GAUSS_KRUEGER_3GS;1100;131581;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1737;342;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.49339792;12.38626249
NIEDERVIEHBACH;BY;4528794;5386877;GAUSS_KRUEGER_3GS;3000;117165;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;480;527;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.61889608;12.38908788
PFATTER;BY;4529031;5426085;GAUSS_KRUEGER_3GS;6000;170765;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;512;102;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.97144698;12.39506349
EGGSTAETT;BY;4529355;5310300;GAUSS_KRUEGER_3GS;6500;151645;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;895;30;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.93021884;12.39139809
Schlaitz;ST;4529360;5726250;GAUSS_KRUEGER_3GS;9800;230843;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1932;136;Schmerzbach;Elbe;Elbe;51.66982559;12.42287198
Coswig;ST;4529550;5749420;GAUSS_KRUEGER_3GS;20000;624018;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1885;437;Elbe;Elbe;Elbe;51.87805362;12.4275882
Neualbenreuth;BY;4529670;5539620;GAUSS_KRUEGER_3GS;4000;272316;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;3567;626;(null);Elbe;Elbe;49.99220975;12.41228358
ZV WOERTH/DONAU SITZ WOERTH;BY;4529902;5428613;GAUSS_KRUEGER_3GS;7750;838273;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;5784;1425;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.99413683;12.4071451
GEISELHOERING;BY;4530044;5411148;GAUSS_KRUEGER_3GS;12000;593248;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6822;949;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.83708674;12.40780406
Bärnau;BY;4530397;5519314;GAUSS_KRUEGER_3GS;4100;338839;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1220;576;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.80961566;12.42082763
Deutzen;SN;4530412;5664711;GAUSS_KRUEGER_3GS;3050;109500;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2320.45;773.48;Pleiße;Elbe;Elbe;51.1166564;12.43281867
Pleystein;BY;4530450;5501220;GAUSS_KRUEGER_3GS;7500;484274;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;3002;775;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.64693767;12.42015546
Gößnitz;TH;4531010;5641290;GAUSS_KRUEGER_3GS;4500;143427;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);588;558;Pleiße;Elbe;Elbe;50.90610162;12.43936345
Regis;SN;4531128;5662307;GAUSS_KRUEGER_3GS;3600;175200;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;6882.4;1573.6;Pleiße;Elbe;Elbe;51.09500973;12.44283713
Tessin;MV;4531185;5988775;GAUSS_KRUEGER_3GS;4900;192395;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);8465;1346.8;Recknitz;Warnow/Peene;Warnow/Peene;54.02870738;12.47432933
Altenburg;TH;4531310;5656600;GAUSS_KRUEGER_3GS;99775;3189280;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10525;3025;Gerstenbach;Elbe;Elbe;51.04370197;12.4449431
WALDKRAIBURG;BY;4531400;5340600;GAUSS_KRUEGER_3GS;80000;2614295;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;59344;1830;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.20261669;12.42098241
SCHNAITSEE;BY;4531510;5331950;GAUSS_KRUEGER_3GS;4900;161145;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;500;983;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.12482135;12.42182326
Gräfenhainichen;ST;4531820;5733710;GAUSS_KRUEGER_3GS;15000;744197;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6229;439;Gr. Mühlbach;Elbe;Elbe;51.73673874;12.45910831
BODENKIRCHEN;BY;4531930;5367310;GAUSS_KRUEGER_3GS;5000;275950;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;7175;2125;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.44278826;12.4301278
AMPFING;BY;4531989;5347042;GAUSS_KRUEGER_3GS;24000;659070;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1582;395;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.26051986;12.42939057
KA Meerane (TH);SN;4532194;5637265;GAUSS_KRUEGER_3GS;24000;2978823;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);19360;1996;Meerchenbach;Elbe;Elbe;50.86985762;12.45584111
GERZEN;BY;4532220;5374470;GAUSS_KRUEGER_3GS;2800;270986;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;3252;244;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.50716049;12.43459715
LOICHING OT KRONWIEDEN;BY;4532368;5387851;GAUSS_KRUEGER_3GS;3000;223926;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;3045;717;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.62748069;12.43763727
Espenhain;SN;4533441;5673155;GAUSS_KRUEGER_3GS;95000;3777750;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);27088.45;1693.02;Gösel (Neue Gösel);Elbe;Elbe;51.19238568;12.47685745
Taucha;SN;4533783;5695713;GAUSS_KRUEGER_3GS;12000;762448.5;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3547.39;496.63;Parthe;Elbe;Elbe;51.39511911;12.48387924
ZKA Zwickau;SN;4534073;5626090;GAUSS_KRUEGER_3GS;143000;6918374.25;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);122655.24;5932.71;Zwickauer Mulde;Elbe;Elbe;50.76930112;12.48149521
REIT IM WINKL;BY;4534400;5281130;GAUSS_KRUEGER_3GS;14000;387900;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;2172;233;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.66762564;12.45660371
ZKA Klingenthal;SN;4534429;5579092;GAUSS_KRUEGER_3GS;11500;355875;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2010.86;280.14;Zwota (Svatava);Elbe;Elbe;50.34680443;12.48220374
MENGKOFEN-HUETTENKOFEN;BY;4534870;5401330;GAUSS_KRUEGER_3GS;12000;403799;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1090;606;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.74855205;12.47271114
VW Sachsen GmbH Gesamtabwasser;SN;4535050;5629250;GAUSS_KRUEGER_3GS;46000;1806750;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3302;289;Schäbigtbach;Elbe;Elbe;50.79764785;12.49564471
FALKENSTEIN;BY;4535351;5441098;GAUSS_KRUEGER_3GS;3500;373810;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;5046;1084;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.10610996;12.48268795
METTENHEIM OT HART;BY;4535517;5345726;GAUSS_KRUEGER_3GS;2900;153557;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1490;983;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.24849805;12.47679492
ATTING;BY;4536193;5418736;GAUSS_KRUEGER_3GS;4500;454810;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;4594;1865;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.90499012;12.49223244
MOOSTHENNING;BY;4536429;5392225;GAUSS_KRUEGER_3GS;6000;410555;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;2463;1724;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.66659015;12.49310858
ZV ACHENTAL SITZ GRASSAU;BY;4536495;5295110;GAUSS_KRUEGER_3GS;25000;1679745;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;7727;336;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.79324273;12.48566559
KA Rothenkirchen;SN;4536585;5601565;GAUSS_KRUEGER_3GS;5000;303588.75;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9822.46;144.71;Rödelbach;Elbe;Elbe;50.5486926;12.51468235
RODING;BY;4536601;5450757;GAUSS_KRUEGER_3GS;25000;1116013;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;11272;670;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.19288536;12.50068148
Panitzsch VKA;SN;4536845;5691040;GAUSS_KRUEGER_3GS;55000;2759400;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17949.76;2278.7;Parthe;Elbe;Elbe;51.35292837;12.52738821
Waidhaus;BY;4536920;5500080;GAUSS_KRUEGER_3GS;3000;304770;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1981;396;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.63632842;12.50963257
Eslarn;BY;4537100;5494500;GAUSS_KRUEGER_3GS;5800;633828;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;10078;1521;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.5861497;12.51159841
Benndorf;SN;4537119;5659679;GAUSS_KRUEGER_3GS;12600;394200;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3329.81;912.51;Wyhra;Elbe;Elbe;51.07103248;12.52808374
KA Cunersdorf;SN;4537150;5613100;GAUSS_KRUEGER_3GS;13500;492750;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9368.54;1850.28;Rödelbach;Elbe;Elbe;50.65234653;12.52380512
ROETZ;BY;4537598;5467051;GAUSS_KRUEGER_3GS;9000;521188;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;8339;573;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.33932848;12.5158855
DINGOLFING II;BY;4538300;5388970;GAUSS_KRUEGER_3GS;70000;3548553;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;14194;1065;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.63720904;12.51820799
LEIBLFING;BY;4538300;5404330;GAUSS_KRUEGER_3GS;3000;166334;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1880;948;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.77532712;12.51962907
Wieck;MV;4538340;6032625;GAUSS_KRUEGER_3GS;27200;18168;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);132;14.7;Graben 14/1;Warnow/Peene;Warnow/Peene;54.42215271;12.58909833
